Date,transaction_statement,Credit,Debit,Balance,user_id,table_id,sl_no,predicted_category,prediction_source,confidence,Credit_Amt,Debit_Amt,Amount,is_anomaly,anomaly_reason,anomaly_method
2025-12-23,Loan EMI,0.0,8664.7,796126.42,2,50,24,Other,ML (Low Confidence),0.21,0.0,8664.7,8664.7,False,,Machine Learning (Isolation Forest)
2025-03-18,Travel Booking,11356.7,0.0,185429.72,2,50,25,Other,ML (Low Confidence),0.21,11356.7,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-04-07,Mobile Recharge,5902.7,0.0,1007747.79,2,50,26,Other,Payment Type Rule,0.95,5902.7,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-07-16,Unexpected Large Credit,706230.59,0.0,2625665.75,2,50,27,Income,Payment Type Rule,0.95,706230.59,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-07-31,Electricity Bill,19555.9,0.0,732147.19,2,50,28,Other,ML (Low Confidence),0.21,19555.9,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-04-12,Salary Credit,22042.12,0.0,345611.7,2,50,29,Income,Dictionary Rule,1.0,22042.12,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-12-01,Travel Booking,21368.25,0.0,851035.14,2,50,30,Other,ML (Low Confidence),0.21,21368.25,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-04-21,Travel Booking,0.0,1413.14,1081270.12,2,50,31,Other,ML (Low Confidence),0.21,0.0,1413.14,1413.14,False,,Machine Learning (Isolation Forest)
2025-12-03,ATM Withdrawal,0.0,13098.51,823619.95,2,50,32,Other,Payment Type Rule,0.95,0.0,13098.51,13098.51,False,,Machine Learning (Isolation Forest)
2025-03-17,Fuel Payment,4290.89,0.0,931325.98,2,50,33,Other,ML (Low Confidence),0.21,4290.89,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-06-23,Restaurant Bill,0.0,12475.48,624756.03,2,50,34,Other,ML (Low Confidence),0.21,0.0,12475.48,12475.48,False,,Machine Learning (Isolation Forest)
2025-01-03,Medical Expense,17079.14,0.0,74160.56,2,50,35,Other,ML (Low Confidence),0.21,17079.14,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-11-30,Online Shopping,0.0,9386.57,829666.89,2,50,36,Other,ML (Low Confidence),0.21,0.0,9386.57,9386.57,False,,Machine Learning (Isolation Forest)
2025-02-14,ATM Withdrawal,14926.9,0.0,875022.87,2,50,37,Other,Payment Type Rule,0.95,14926.9,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-03-12,ATM Withdrawal,0.0,12971.17,188104.76,2,50,38,Other,Payment Type Rule,0.95,0.0,12971.17,12971.17,False,,Machine Learning (Isolation Forest)
2025-07-29,Cash Deposit,0.0,10522.03,715191.35,2,50,39,Income,Payment Type Rule,0.95,0.0,10522.03,10522.03,False,,Machine Learning (Isolation Forest)
2025-03-05,ATM Withdrawal,2151.31,0.0,206114.13,2,50,40,Other,Payment Type Rule,0.95,2151.31,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-01-20,IMPS Payment,0.0,9773.67,734315.86,2,50,41,Other,Payment Type Rule,0.95,0.0,9773.67,9773.67,False,,Machine Learning (Isolation Forest)
2025-04-04,Mobile Recharge,10771.01,0.0,328158.23,2,50,42,Other,Payment Type Rule,0.95,10771.01,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-12-02,Unusual Midnight Transaction,0.0,306287.68,-846024.05,2,50,43,Other,ML (Low Confidence),0.21,0.0,306287.68,306287.68,True,"Suspicious transaction 306,287.68 (low-confidence categorization). ML flagged as irregular.",Machine Learning (Isolation Forest)
2025-07-05,Mobile Recharge,0.0,13582.09,601346.56,2,50,44,Other,Payment Type Rule,0.95,0.0,13582.09,13582.09,False,,Machine Learning (Isolation Forest)
2025-02-03,Online Shopping,0.0,11230.51,133412.81,2,50,45,Other,ML (Low Confidence),0.21,0.0,11230.51,11230.51,False,,Machine Learning (Isolation Forest)
2025-03-19,Restaurant Bill,1739.41,0.0,187169.13,2,50,46,Other,ML (Low Confidence),0.21,1739.41,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-01-01,Grocery Purchase,1112.76,0.0,51112.76,2,50,47,Shopping,Payment Type Rule,0.95,1112.76,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-01-12,Salary Credit,9294.99,0.0,113488.42,2,50,48,Income,Dictionary Rule,1.0,9294.99,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-02-20,Medical Expense,18317.45,0.0,889216.73,2,50,49,Other,ML (Low Confidence),0.21,18317.45,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-01-23,Electricity Bill,15423.71,0.0,114831.13,2,50,50,Other,ML (Low Confidence),0.21,15423.71,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-03-14,IMPS Payment,0.0,12028.83,178060.94,2,50,51,Other,Payment Type Rule,0.95,0.0,12028.83,12028.83,False,,Machine Learning (Isolation Forest)
2025-07-02,Online Shopping,2073.61,0.0,617546.12,2,50,52,Other,ML (Low Confidence),0.21,2073.61,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-05-12,Travel Booking,0.0,3414.26,503430.53,2,50,53,Other,ML (Low Confidence),0.21,0.0,3414.26,3414.26,False,,Machine Learning (Isolation Forest)
2025-02-15,Electricity Bill,7001.5,0.0,882024.37,2,50,54,Other,ML (Low Confidence),0.21,7001.5,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-07-13,Travel Booking,0.0,10890.3,580352.25,2,50,55,Other,ML (Low Confidence),0.21,0.0,10890.3,10890.3,False,,Machine Learning (Isolation Forest)
2025-02-25,Travel Booking,6993.89,0.0,167453.25,2,50,56,Other,ML (Low Confidence),0.21,6993.89,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-05-29,Salary Credit,0.0,10036.7,519776.59,2,50,57,Income,Dictionary Rule,1.0,0.0,10036.7,10036.7,False,,Machine Learning (Isolation Forest)
2025-01-19,Online Shopping,21728.85,0.0,91867.49,2,50,58,Other,ML (Low Confidence),0.21,21728.85,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-07-24,Cash Deposit,16428.53,0.0,665011.96,2,50,59,Income,Payment Type Rule,0.95,16428.53,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-03-20,Medical Expense,24240.41,0.0,211409.54,2,50,60,Other,ML (Low Confidence),0.21,24240.41,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-08-25,Unexpected Large Credit,326325.07,0.0,1675131.44,2,50,61,Income,Payment Type Rule,0.95,326325.07,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-09-20,Online Shopping,14172.79,0.0,749871.58,2,50,62,Other,ML (Low Confidence),0.21,14172.79,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-11-20,Loan EMI,0.0,750.34,846119.54,2,50,63,Other,ML (Low Confidence),0.21,0.0,750.34,750.34,False,,Machine Learning (Isolation Forest)
2025-11-27,High Value Crypto Purchase,0.0,341761.31,-235636.96,2,50,64,Shopping,Payment Type Rule,0.95,0.0,341761.31,341761.31,True,"ML flagged 341,761.31 as a highly irregular pattern for Shopping.",Machine Learning (Isolation Forest)
2025-03-21,Fuel Payment,4574.62,0.0,215984.16,2,50,65,Other,ML (Low Confidence),0.21,4574.62,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-02-09,Travel Booking,0.0,14569.07,98174.82,2,50,66,Other,ML (Low Confidence),0.21,0.0,14569.07,14569.07,False,,Machine Learning (Isolation Forest)
2025-03-28,Grocery Purchase,0.0,2445.4,985934.45,2,50,67,Shopping,Payment Type Rule,0.95,0.0,2445.4,2445.4,False,,Machine Learning (Isolation Forest)
2025-02-16,Restaurant Bill,0.0,12640.87,97048.23,2,50,68,Other,ML (Low Confidence),0.21,0.0,12640.87,12640.87,False,,Machine Learning (Isolation Forest)
2025-08-27,ATM Withdrawal,0.0,6777.8,711467.47,2,50,69,Other,Payment Type Rule,0.95,0.0,6777.8,6777.8,False,,Machine Learning (Isolation Forest)
2025-01-27,Mobile Recharge,20925.48,0.0,771528.71,2,50,70,Other,Payment Type Rule,0.95,20925.48,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-12-19,Online Shopping,0.0,9620.19,788402.45,2,50,71,Other,ML (Low Confidence),0.21,0.0,9620.19,9620.19,False,,Machine Learning (Isolation Forest)
2025-12-08,ATM Withdrawal,0.0,13561.02,823851.57,2,50,72,Other,Payment Type Rule,0.95,0.0,13561.02,13561.02,False,,Machine Learning (Isolation Forest)
2025-10-05,Medical Expense,16367.05,0.0,819189.45,2,50,73,Other,ML (Low Confidence),0.21,16367.05,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-10-18,Fuel Payment,0.0,9558.29,811872.85,2,50,74,Other,ML (Low Confidence),0.21,0.0,9558.29,9558.29,False,,Machine Learning (Isolation Forest)
2025-11-14,Mobile Recharge,0.0,12578.39,851040.34,2,50,75,Other,Payment Type Rule,0.95,0.0,12578.39,12578.39,False,,Machine Learning (Isolation Forest)
2025-11-01,UPI Transfer,0.0,1909.25,789662.99,2,50,76,Other,Payment Type Rule,0.95,0.0,1909.25,1909.25,False,,Machine Learning (Isolation Forest)
2025-09-26,IMPS Payment,6983.83,0.0,797224.93,2,50,77,Other,Payment Type Rule,0.95,6983.83,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-03-11,Online Shopping,0.0,5379.03,201075.93,2,50,78,Other,ML (Low Confidence),0.21,0.0,5379.03,5379.03,False,,Machine Learning (Isolation Forest)
2025-04-01,UPI Transfer,7166.52,0.0,1022551.68,2,50,79,Other,Payment Type Rule,0.95,7166.52,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-04-11,Online Shopping,12685.94,0.0,1036009.36,2,50,80,Other,ML (Low Confidence),0.21,12685.94,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-06-04,Online Shopping,0.0,4375.01,507237.07,2,50,81,Other,ML (Low Confidence),0.21,0.0,4375.01,4375.01,False,,Machine Learning (Isolation Forest)
2025-03-24,Cash Deposit,0.0,4051.53,213181.41,2,50,82,Income,Payment Type Rule,0.95,0.0,4051.53,4051.53,False,,Machine Learning (Isolation Forest)
2025-04-23,Online Shopping,0.0,7907.04,1079824.33,2,50,83,Other,ML (Low Confidence),0.21,0.0,7907.04,7907.04,False,,Machine Learning (Isolation Forest)
2025-06-22,Loan EMI,0.0,9228.52,637231.51,2,50,84,Other,ML (Low Confidence),0.21,0.0,9228.52,9228.52,False,,Machine Learning (Isolation Forest)
2025-11-18,Insurance Premium,24528.98,0.0,850449.96,2,50,85,Subscription,ML Model,0.46,24528.98,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-04-01,Insurance Premium,17042.71,0.0,304590.01,2,50,86,Subscription,ML Model,0.46,17042.71,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-06-30,Insurance Premium,3890.16,0.0,625912.36,2,50,87,Subscription,ML Model,0.46,3890.16,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-02-19,Mobile Recharge,0.0,7607.2,870899.28,2,50,88,Other,Payment Type Rule,0.95,0.0,7607.2,7607.2,False,,Machine Learning (Isolation Forest)
2025-11-09,Electricity Bill,11691.27,0.0,862380.49,2,50,89,Other,ML (Low Confidence),0.21,11691.27,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-10-06,IMPS Payment,0.0,12416.8,806772.65,2,50,90,Other,Payment Type Rule,0.95,0.0,12416.8,12416.8,False,,Machine Learning (Isolation Forest)
2025-01-17,Medical Expense,0.0,472.87,741759.44,2,50,91,Other,ML (Low Confidence),0.21,0.0,472.87,472.87,False,,Machine Learning (Isolation Forest)
2025-04-18,Online Shopping,0.0,4413.78,1071008.56,2,50,92,Other,ML (Low Confidence),0.21,0.0,4413.78,4413.78,False,,Machine Learning (Isolation Forest)
2025-12-29,Insurance Premium,0.0,3363.17,786788.87,2,50,93,Subscription,ML Model,0.46,0.0,3363.17,3363.17,False,,Machine Learning (Isolation Forest)
2025-11-21,Cash Deposit,0.0,10607.9,835511.64,2,50,94,Income,Payment Type Rule,0.95,0.0,10607.9,10607.9,False,,Machine Learning (Isolation Forest)
2025-03-08,Travel Booking,0.0,1100.29,938926.2,2,50,95,Other,ML (Low Confidence),0.21,0.0,1100.29,1100.29,False,,Machine Learning (Isolation Forest)
2025-12-14,Electricity Bill,0.0,13701.15,801347.24,2,50,96,Other,ML (Low Confidence),0.21,0.0,13701.15,13701.15,False,,Machine Learning (Isolation Forest)
2025-03-28,ATM Withdrawal,18825.4,0.0,249483.51,2,50,97,Other,Payment Type Rule,0.95,18825.4,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-03-17,Travel Booking,0.0,6993.16,174073.02,2,50,98,Other,ML (Low Confidence),0.21,0.0,6993.16,6993.16,False,,Machine Learning (Isolation Forest)
2025-03-15,Mobile Recharge,24225.77,0.0,932374.62,2,50,99,Other,Payment Type Rule,0.95,24225.77,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-01-16,Loan EMI,0.0,8702.55,83295.74,2,50,100,Other,ML (Low Confidence),0.21,0.0,8702.55,8702.55,False,,Machine Learning (Isolation Forest)
2025-09-07,Travel Booking,0.0,14709.61,726711.4,2,50,101,Other,ML (Low Confidence),0.21,0.0,14709.61,14709.61,False,,Machine Learning (Isolation Forest)
2025-03-10,Restaurant Bill,0.0,12195.36,929514.98,2,50,102,Other,ML (Low Confidence),0.21,0.0,12195.36,12195.36,False,,Machine Learning (Isolation Forest)
2025-01-20,Travel Booking,0.0,6855.81,85011.68,2,50,103,Other,ML (Low Confidence),0.21,0.0,6855.81,6855.81,False,,Machine Learning (Isolation Forest)
2025-11-19,Cash Deposit,0.0,3580.08,846869.88,2,50,104,Income,Payment Type Rule,0.95,0.0,3580.08,3580.08,False,,Machine Learning (Isolation Forest)
2025-11-29,Grocery Purchase,12002.52,0.0,839053.46,2,50,105,Shopping,Payment Type Rule,0.95,12002.52,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-02-26,Medical Expense,0.0,14469.01,152984.24,2,50,106,Other,ML (Low Confidence),0.21,0.0,14469.01,14469.01,False,,Machine Learning (Isolation Forest)
2025-10-29,Insurance Premium,0.0,11423.86,806483.54,2,50,107,Subscription,ML Model,0.46,0.0,11423.86,11423.86,False,,Machine Learning (Isolation Forest)
2025-08-18,Mobile Recharge,18886.67,0.0,747115.11,2,50,108,Other,Payment Type Rule,0.95,18886.67,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-11-28,Electricity Bill,0.0,13076.9,827050.94,2,50,109,Other,ML (Low Confidence),0.21,0.0,13076.9,13076.9,False,,Machine Learning (Isolation Forest)
2025-05-13,Travel Booking,0.0,5309.91,498120.62,2,50,110,Other,ML (Low Confidence),0.21,0.0,5309.91,5309.91,False,,Machine Learning (Isolation Forest)
2025-05-18,IMPS Payment,0.0,14094.63,514780.74,2,50,111,Other,Payment Type Rule,0.95,0.0,14094.63,14094.63,False,,Machine Learning (Isolation Forest)
2025-02-28,Mobile Recharge,0.0,6860.36,902096.43,2,50,112,Other,Payment Type Rule,0.95,0.0,6860.36,6860.36,False,,Machine Learning (Isolation Forest)
2025-12-02,UPI Transfer,0.0,14316.68,836718.46,2,50,113,Other,Payment Type Rule,0.95,0.0,14316.68,14316.68,False,,Machine Learning (Isolation Forest)
2025-01-26,Travel Booking,17273.05,0.0,121763.64,2,50,114,Other,ML (Low Confidence),0.21,17273.05,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-04-10,IMPS Payment,0.0,4412.76,1023323.42,2,50,115,Other,Payment Type Rule,0.95,0.0,4412.76,4412.76,False,,Machine Learning (Isolation Forest)
2025-10-09,Grocery Purchase,0.0,10526.03,794168.34,2,50,116,Shopping,Payment Type Rule,0.95,0.0,10526.03,10526.03,False,,Machine Learning (Isolation Forest)
2025-09-05,Loan EMI,5192.75,0.0,745640.85,2,50,117,Other,ML (Low Confidence),0.21,5192.75,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-08-26,UPI Transfer,17419.93,0.0,718245.27,2,50,118,Other,Payment Type Rule,0.95,17419.93,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-04-28,Travel Booking,13866.96,0.0,413270.09,2,50,119,Other,ML (Low Confidence),0.21,13866.96,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-02-12,Electricity Bill,7690.75,0.0,111480.39,2,50,120,Other,ML (Low Confidence),0.21,7690.75,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-08-09,UPI Transfer,0.0,1127.46,736222.72,2,50,121,Other,Payment Type Rule,0.95,0.0,1127.46,1127.46,False,,Machine Learning (Isolation Forest)
2025-06-26,Grocery Purchase,21076.64,0.0,625558.23,2,50,122,Shopping,Payment Type Rule,0.95,21076.64,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-11-17,Salary Credit,0.0,6884.63,825920.98,2,50,123,Income,Dictionary Rule,1.0,0.0,6884.63,6884.63,False,,Machine Learning (Isolation Forest)
2025-06-03,ATM Withdrawal,0.0,8264.26,511612.08,2,50,124,Other,Payment Type Rule,0.95,0.0,8264.26,8264.26,False,,Machine Learning (Isolation Forest)
2025-08-20,Insurance Premium,0.0,2809.41,739193.39,2,50,125,Subscription,ML Model,0.46,0.0,2809.41,2809.41,False,,Machine Learning (Isolation Forest)
2025-08-16,Insurance Premium,0.0,4902.34,720894.7,2,50,126,Subscription,ML Model,0.46,0.0,4902.34,4902.34,False,,Machine Learning (Isolation Forest)
2025-02-22,Travel Booking,24965.38,0.0,907257.28,2,50,127,Other,ML (Low Confidence),0.21,24965.38,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-07-23,Salary Credit,24997.74,0.0,648583.43,2,50,128,Income,Dictionary Rule,1.0,24997.74,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-05-07,ATM Withdrawal,22094.7,0.0,483443.25,2,50,129,Other,Payment Type Rule,0.95,22094.7,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-11-26,Medical Expense,0.0,1585.7,840456.52,2,50,130,Other,ML (Low Confidence),0.21,0.0,1585.7,1585.7,False,,Machine Learning (Isolation Forest)
2025-02-01,Electricity Bill,0.0,2228.79,125891.09,2,50,131,Other,ML (Low Confidence),0.21,0.0,2228.79,2228.79,False,,Machine Learning (Isolation Forest)
2025-04-24,Grocery Purchase,16109.28,0.0,365546.73,2,50,132,Shopping,Payment Type Rule,0.95,16109.28,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-04-16,Mobile Recharge,21621.7,0.0,1084066.0,2,50,133,Other,Payment Type Rule,0.95,21621.7,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-09-29,Fuel Payment,0.0,10371.63,797565.05,2,50,134,Other,ML (Low Confidence),0.21,0.0,10371.63,10371.63,False,,Machine Learning (Isolation Forest)
2025-05-21,Salary Credit,0.0,10955.32,504220.62,2,50,135,Income,Dictionary Rule,1.0,0.0,10955.32,10955.32,False,,Machine Learning (Isolation Forest)
2025-02-27,Online Shopping,17967.25,0.0,170951.49,2,50,136,Other,ML (Low Confidence),0.21,17967.25,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-07-12,Cash Deposit,0.0,10066.22,591242.55,2,50,137,Income,Payment Type Rule,0.95,0.0,10066.22,10066.22,False,,Machine Learning (Isolation Forest)
2025-01-25,UPI Transfer,0.0,14843.9,104490.59,2,50,138,Other,Payment Type Rule,0.95,0.0,14843.9,14843.9,False,,Machine Learning (Isolation Forest)
2025-01-18,Travel Booking,0.0,14779.8,70138.64,2,50,139,Other,ML (Low Confidence),0.21,0.0,14779.8,14779.8,False,,Machine Learning (Isolation Forest)
2025-09-23,Mobile Recharge,0.0,4650.17,751089.18,2,50,140,Other,Payment Type Rule,0.95,0.0,4650.17,4650.17,False,,Machine Learning (Isolation Forest)
2025-03-08,Medical Expense,18222.14,0.0,213112.73,2,50,141,Other,ML (Low Confidence),0.21,18222.14,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-07-28,Insurance Premium,14317.25,0.0,725713.38,2,50,142,Subscription,ML Model,0.46,14317.25,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-04-25,IMPS Payment,0.0,11708.86,1056902.98,2,50,143,Other,Payment Type Rule,0.95,0.0,11708.86,11708.86,False,,Machine Learning (Isolation Forest)
2025-04-05,Insurance Premium,0.0,14027.12,314131.11,2,50,144,Subscription,ML Model,0.46,0.0,14027.12,14027.12,True,"ML flagged 14,027.12 as a highly irregular pattern for Subscription.",Machine Learning (Isolation Forest)
2025-09-11,Electricity Bill,0.0,10491.52,739104.11,2,50,145,Other,ML (Low Confidence),0.21,0.0,10491.52,10491.52,False,,Machine Learning (Isolation Forest)
2025-09-24,Loan EMI,15435.96,0.0,766525.14,2,50,146,Other,ML (Low Confidence),0.21,15435.96,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-01-24,Online Shopping,4503.36,0.0,119334.49,2,50,147,Other,ML (Low Confidence),0.21,4503.36,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-08-11,Salary Credit,0.0,1672.53,734261.67,2,50,148,Income,Dictionary Rule,1.0,0.0,1672.53,1672.53,False,,Machine Learning (Isolation Forest)
2025-09-19,Insurance Premium,0.0,1369.2,735698.79,2,50,149,Subscription,ML Model,0.46,0.0,1369.2,1369.2,False,,Machine Learning (Isolation Forest)
2025-03-03,Medical Expense,11036.71,0.0,932948.8,2,50,150,Other,ML (Low Confidence),0.21,11036.71,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-01-06,Loan EMI,14250.5,0.0,106173.66,2,50,151,Other,ML (Low Confidence),0.21,14250.5,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-04-27,Loan EMI,23653.75,0.0,399403.13,2,50,152,Other,ML (Low Confidence),0.21,23653.75,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-02-15,IMPS Payment,12938.2,0.0,109689.1,2,50,153,Other,Payment Type Rule,0.95,12938.2,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-01-17,Insurance Premium,1622.7,0.0,84918.44,2,50,154,Subscription,ML Model,0.46,1622.7,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-04-08,Grocery Purchase,688.33,0.0,1008436.12,2,50,155,Shopping,Payment Type Rule,0.95,688.33,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-12-24,Travel Booking,0.0,426.9,795699.52,2,50,156,Other,ML (Low Confidence),0.21,0.0,426.9,426.9,False,,Machine Learning (Isolation Forest)
2025-01-04,ATM Withdrawal,14967.07,0.0,89127.63,2,50,157,Other,Payment Type Rule,0.95,14967.07,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-08-07,Mobile Recharge,20007.57,0.0,728343.69,2,50,158,Other,Payment Type Rule,0.95,20007.57,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-02-10,Electricity Bill,7293.23,0.0,839438.31,2,50,159,Other,ML (Low Confidence),0.21,7293.23,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-03-02,Mobile Recharge,8783.1,0.0,171203.94,2,50,160,Other,Payment Type Rule,0.95,8783.1,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-04-21,Grocery Purchase,0.0,7630.59,347433.03,2,50,161,Shopping,Payment Type Rule,0.95,0.0,7630.59,7630.59,False,,Machine Learning (Isolation Forest)
2025-11-15,Fuel Payment,0.0,12992.38,838047.96,2,50,162,Other,ML (Low Confidence),0.21,0.0,12992.38,12992.38,False,,Machine Learning (Isolation Forest)
2025-03-05,Loan EMI,0.0,6041.08,937546.15,2,50,163,Other,ML (Low Confidence),0.21,0.0,6041.08,6041.08,False,,Machine Learning (Isolation Forest)
